_id,doctor,day,start_time,end_time,slot_duration_minutes,created_at,updated_at,__v
"""6a7099a50770fd734ecafb89""","""6a7099a40770fd734ecafb84""","Friday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.001Z""","""2026-08-03T13:37:41.001Z""","0"
"""6a7099a50770fd734ecafb8a""","""6a7099a40770fd734ecafb84""","Saturday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.003Z""","""2026-08-03T13:37:41.003Z""","0"
"""6a7099a50770fd734ecafb8d""","""6a7099a50770fd734ecafb8c""","Monday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.009Z""","""2026-08-03T13:37:41.009Z""","0"
"""6a7099a50770fd734ecafb8e""","""6a7099a50770fd734ecafb8c""","Tuesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.011Z""","""2026-08-03T13:37:41.011Z""","0"
"""6a7099a50770fd734ecafb8f""","""6a7099a50770fd734ecafb8c""","Wednesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.014Z""","""2026-08-03T13:37:41.014Z""","0"
"""6a7099a50770fd734ecafb90""","""6a7099a50770fd734ecafb8c""","Thursday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.015Z""","""2026-08-03T13:37:41.015Z""","0"
"""6a7099a50770fd734ecafb91""","""6a7099a50770fd734ecafb8c""","Friday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.017Z""","""2026-08-03T13:37:41.017Z""","0"
"""6a7099a50770fd734ecafb92""","""6a7099a50770fd734ecafb8c""","Saturday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.019Z""","""2026-08-03T13:37:41.019Z""","0"
"""6a7099a50770fd734ecafb95""","""6a7099a50770fd734ecafb94""","Monday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.024Z""","""2026-08-03T13:37:41.024Z""","0"
"""6a7099a50770fd734ecafb96""","""6a7099a50770fd734ecafb94""","Tuesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.026Z""","""2026-08-03T13:37:41.026Z""","0"
"""6a7099a50770fd734ecafb97""","""6a7099a50770fd734ecafb94""","Wednesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.028Z""","""2026-08-03T13:37:41.028Z""","0"
"""6a7099a50770fd734ecafb98""","""6a7099a50770fd734ecafb94""","Thursday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.030Z""","""2026-08-03T13:37:41.030Z""","0"
"""6a7099a50770fd734ecafb99""","""6a7099a50770fd734ecafb94""","Friday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.031Z""","""2026-08-03T13:37:41.031Z""","0"
"""6a7099a50770fd734ecafb9a""","""6a7099a50770fd734ecafb94""","Saturday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.033Z""","""2026-08-03T13:37:41.033Z""","0"
"""6a7099a50770fd734ecafb9d""","""6a7099a50770fd734ecafb9c""","Monday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.038Z""","""2026-08-03T13:37:41.038Z""","0"
"""6a7099a50770fd734ecafb9e""","""6a7099a50770fd734ecafb9c""","Tuesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.039Z""","""2026-08-03T13:37:41.039Z""","0"
"""6a7099a50770fd734ecafb9f""","""6a7099a50770fd734ecafb9c""","Wednesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.041Z""","""2026-08-03T13:37:41.041Z""","0"
"""6a7099a50770fd734ecafba0""","""6a7099a50770fd734ecafb9c""","Thursday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.043Z""","""2026-08-03T13:37:41.043Z""","0"
"""6a7099a50770fd734ecafba1""","""6a7099a50770fd734ecafb9c""","Friday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.045Z""","""2026-08-03T13:37:41.045Z""","0"
"""6a7099a50770fd734ecafba2""","""6a7099a50770fd734ecafb9c""","Saturday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.047Z""","""2026-08-03T13:37:41.047Z""","0"
"""6a7099a50770fd734ecafba5""","""6a7099a50770fd734ecafba4""","Monday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.055Z""","""2026-08-03T13:37:41.055Z""","0"
"""6a7099a50770fd734ecafba6""","""6a7099a50770fd734ecafba4""","Tuesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.057Z""","""2026-08-03T13:37:41.057Z""","0"
"""6a7099a50770fd734ecafba7""","""6a7099a50770fd734ecafba4""","Wednesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.061Z""","""2026-08-03T13:37:41.061Z""","0"
"""6a7099a50770fd734ecafba8""","""6a7099a50770fd734ecafba4""","Thursday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.063Z""","""2026-08-03T13:37:41.063Z""","0"
"""6a7099a50770fd734ecafba9""","""6a7099a50770fd734ecafba4""","Friday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.065Z""","""2026-08-03T13:37:41.065Z""","0"
"""6a7099a50770fd734ecafbaa""","""6a7099a50770fd734ecafba4""","Saturday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.067Z""","""2026-08-03T13:37:41.067Z""","0"
"""6a7099a50770fd734ecafbad""","""6a7099a50770fd734ecafbac""","Monday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.073Z""","""2026-08-03T13:37:41.073Z""","0"
"""6a7099a50770fd734ecafbae""","""6a7099a50770fd734ecafbac""","Tuesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.075Z""","""2026-08-03T13:37:41.075Z""","0"
"""6a7099a50770fd734ecafbaf""","""6a7099a50770fd734ecafbac""","Wednesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.076Z""","""2026-08-03T13:37:41.076Z""","0"
"""6a7099a50770fd734ecafbb0""","""6a7099a50770fd734ecafbac""","Thursday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.078Z""","""2026-08-03T13:37:41.078Z""","0"
"""6a7099a50770fd734ecafbb1""","""6a7099a50770fd734ecafbac""","Friday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.080Z""","""2026-08-03T13:37:41.080Z""","0"
"""6a7099a50770fd734ecafbb2""","""6a7099a50770fd734ecafbac""","Saturday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.082Z""","""2026-08-03T13:37:41.082Z""","0"
"""6a7099a50770fd734ecafbb5""","""6a7099a50770fd734ecafbb4""","Monday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.088Z""","""2026-08-03T13:37:41.088Z""","0"
"""6a7099a50770fd734ecafbb6""","""6a7099a50770fd734ecafbb4""","Tuesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.090Z""","""2026-08-03T13:37:41.090Z""","0"
"""6a7099a50770fd734ecafbb7""","""6a7099a50770fd734ecafbb4""","Wednesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.092Z""","""2026-08-03T13:37:41.092Z""","0"
"""6a7099a50770fd734ecafbb8""","""6a7099a50770fd734ecafbb4""","Thursday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.094Z""","""2026-08-03T13:37:41.094Z""","0"
"""6a7099a50770fd734ecafbb9""","""6a7099a50770fd734ecafbb4""","Friday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.096Z""","""2026-08-03T13:37:41.096Z""","0"
"""6a7099a50770fd734ecafbba""","""6a7099a50770fd734ecafbb4""","Saturday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.098Z""","""2026-08-03T13:37:41.098Z""","0"
"""6a7099a50770fd734ecafbbd""","""6a7099a50770fd734ecafbbc""","Monday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.104Z""","""2026-08-03T13:37:41.104Z""","0"
"""6a7099a50770fd734ecafbbe""","""6a7099a50770fd734ecafbbc""","Tuesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.105Z""","""2026-08-03T13:37:41.105Z""","0"
"""6a7099a50770fd734ecafbbf""","""6a7099a50770fd734ecafbbc""","Wednesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.107Z""","""2026-08-03T13:37:41.107Z""","0"
"""6a7099a50770fd734ecafbc0""","""6a7099a50770fd734ecafbbc""","Thursday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.109Z""","""2026-08-03T13:37:41.109Z""","0"
"""6a7099a50770fd734ecafbc1""","""6a7099a50770fd734ecafbbc""","Friday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.111Z""","""2026-08-03T13:37:41.111Z""","0"
"""6a7099a50770fd734ecafbc2""","""6a7099a50770fd734ecafbbc""","Saturday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.113Z""","""2026-08-03T13:37:41.113Z""","0"
"""6a7099a50770fd734ecafbc5""","""6a7099a50770fd734ecafbc4""","Monday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.119Z""","""2026-08-03T13:37:41.119Z""","0"
"""6a7099a50770fd734ecafbc6""","""6a7099a50770fd734ecafbc4""","Tuesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.121Z""","""2026-08-03T13:37:41.121Z""","0"
"""6a7099a50770fd734ecafbc7""","""6a7099a50770fd734ecafbc4""","Wednesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.123Z""","""2026-08-03T13:37:41.123Z""","0"
"""6a7099a50770fd734ecafbc8""","""6a7099a50770fd734ecafbc4""","Thursday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.124Z""","""2026-08-03T13:37:41.124Z""","0"
"""6a7099a50770fd734ecafbc9""","""6a7099a50770fd734ecafbc4""","Friday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.126Z""","""2026-08-03T13:37:41.126Z""","0"
"""6a7099a50770fd734ecafbca""","""6a7099a50770fd734ecafbc4""","Saturday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.128Z""","""2026-08-03T13:37:41.128Z""","0"
"""6a7099a50770fd734ecafbcd""","""6a7099a50770fd734ecafbcc""","Monday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.133Z""","""2026-08-03T13:37:41.133Z""","0"
"""6a7099a50770fd734ecafbce""","""6a7099a50770fd734ecafbcc""","Tuesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.135Z""","""2026-08-03T13:37:41.135Z""","0"
"""6a7099a50770fd734ecafbcf""","""6a7099a50770fd734ecafbcc""","Wednesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.137Z""","""2026-08-03T13:37:41.137Z""","0"
"""6a7099a50770fd734ecafbd0""","""6a7099a50770fd734ecafbcc""","Thursday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.139Z""","""2026-08-03T13:37:41.139Z""","0"
"""6a7099a50770fd734ecafbd1""","""6a7099a50770fd734ecafbcc""","Friday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.140Z""","""2026-08-03T13:37:41.140Z""","0"
"""6a7099a50770fd734ecafbd2""","""6a7099a50770fd734ecafbcc""","Saturday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.142Z""","""2026-08-03T13:37:41.142Z""","0"
"""6a7099a50770fd734ecafbd5""","""6a7099a50770fd734ecafbd4""","Monday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.148Z""","""2026-08-03T13:37:41.148Z""","0"
"""6a7099a50770fd734ecafbd6""","""6a7099a50770fd734ecafbd4""","Tuesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.150Z""","""2026-08-03T13:37:41.150Z""","0"
"""6a7099a50770fd734ecafbd7""","""6a7099a50770fd734ecafbd4""","Wednesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.151Z""","""2026-08-03T13:37:41.151Z""","0"
"""6a7099a50770fd734ecafbd8""","""6a7099a50770fd734ecafbd4""","Thursday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.153Z""","""2026-08-03T13:37:41.153Z""","0"
"""6a7099a50770fd734ecafbd9""","""6a7099a50770fd734ecafbd4""","Friday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.155Z""","""2026-08-03T13:37:41.155Z""","0"
"""6a7099a50770fd734ecafbda""","""6a7099a50770fd734ecafbd4""","Saturday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.156Z""","""2026-08-03T13:37:41.156Z""","0"
"""6a7099a50770fd734ecafbdd""","""6a7099a50770fd734ecafbdc""","Monday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.161Z""","""2026-08-03T13:37:41.161Z""","0"
"""6a7099a50770fd734ecafbde""","""6a7099a50770fd734ecafbdc""","Tuesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.163Z""","""2026-08-03T13:37:41.163Z""","0"
"""6a7099a50770fd734ecafbdf""","""6a7099a50770fd734ecafbdc""","Wednesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.165Z""","""2026-08-03T13:37:41.165Z""","0"
"""6a7099a50770fd734ecafbe0""","""6a7099a50770fd734ecafbdc""","Thursday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.166Z""","""2026-08-03T13:37:41.166Z""","0"
"""6a7099a50770fd734ecafbe1""","""6a7099a50770fd734ecafbdc""","Friday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.168Z""","""2026-08-03T13:37:41.168Z""","0"
"""6a7099a50770fd734ecafbe2""","""6a7099a50770fd734ecafbdc""","Saturday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.170Z""","""2026-08-03T13:37:41.170Z""","0"
"""6a7099a50770fd734ecafbe5""","""6a7099a50770fd734ecafbe4""","Monday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.174Z""","""2026-08-03T13:37:41.174Z""","0"
"""6a7099a50770fd734ecafbe6""","""6a7099a50770fd734ecafbe4""","Tuesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.176Z""","""2026-08-03T13:37:41.176Z""","0"
"""6a7099a50770fd734ecafbe7""","""6a7099a50770fd734ecafbe4""","Wednesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.178Z""","""2026-08-03T13:37:41.178Z""","0"
"""6a7099a50770fd734ecafbe8""","""6a7099a50770fd734ecafbe4""","Thursday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.180Z""","""2026-08-03T13:37:41.180Z""","0"
"""6a7099a50770fd734ecafbe9""","""6a7099a50770fd734ecafbe4""","Friday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.182Z""","""2026-08-03T13:37:41.182Z""","0"
"""6a7099a50770fd734ecafbea""","""6a7099a50770fd734ecafbe4""","Saturday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.184Z""","""2026-08-03T13:37:41.184Z""","0"
"""6a7099a50770fd734ecafbed""","""6a7099a50770fd734ecafbec""","Monday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.189Z""","""2026-08-03T13:37:41.189Z""","0"
"""6a7099a50770fd734ecafbee""","""6a7099a50770fd734ecafbec""","Tuesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.191Z""","""2026-08-03T13:37:41.191Z""","0"
"""6a7099a50770fd734ecafbef""","""6a7099a50770fd734ecafbec""","Wednesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.193Z""","""2026-08-03T13:37:41.193Z""","0"
"""6a7099a50770fd734ecafbf0""","""6a7099a50770fd734ecafbec""","Thursday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.194Z""","""2026-08-03T13:37:41.194Z""","0"
"""6a7099a50770fd734ecafbf1""","""6a7099a50770fd734ecafbec""","Friday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.196Z""","""2026-08-03T13:37:41.196Z""","0"
"""6a7099a50770fd734ecafbf2""","""6a7099a50770fd734ecafbec""","Saturday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.198Z""","""2026-08-03T13:37:41.198Z""","0"
"""6a7099a50770fd734ecafbf5""","""6a7099a50770fd734ecafbf4""","Monday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.204Z""","""2026-08-03T13:37:41.204Z""","0"
"""6a7099a50770fd734ecafbf6""","""6a7099a50770fd734ecafbf4""","Tuesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.205Z""","""2026-08-03T13:37:41.205Z""","0"
"""6a7099a50770fd734ecafbf7""","""6a7099a50770fd734ecafbf4""","Wednesday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.207Z""","""2026-08-03T13:37:41.207Z""","0"
"""6a7099a50770fd734ecafbf8""","""6a7099a50770fd734ecafbf4""","Thursday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.209Z""","""2026-08-03T13:37:41.209Z""","0"
"""6a7099a50770fd734ecafbf9""","""6a7099a50770fd734ecafbf4""","Friday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.211Z""","""2026-08-03T13:37:41.211Z""","0"
"""6a7099a50770fd734ecafbfa""","""6a7099a50770fd734ecafbf4""","Saturday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.213Z""","""2026-08-03T13:37:41.213Z""","0"
"""6a7099a50770fd734ecafbfd""","""6a7099a50770fd734ecafbfc""","Monday","09:00 AM","05:00 PM","30","""2026-08-03T13:37:41.219Z""","""2026-08-03T13:37:41.219Z""","0"
